CR_Title,CR_Author_Name,CR_Provider,CR_Create_Date,CR_Provider_St,CR_Language,CR_URL,CR_Media_Formats,CR_Material_Type,CR_Subject,CR_Keywords,CR_COU_TITLE,CR_COU_URL,CR_Abstract,CR_Educational_Use,CR_Primary_User,CR_Sublevel,CR_WORKFLOW_STATE
Level 2 - Underground Railroad: Enslaved  - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=b207aa275e3442a5828de12cf85c0440,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,Underground Railroad|Underground|Civil war|Slavery|Enslaved|social studies|C3|GeoInquiries|GeoInquiry,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,A deeper exploration of the Confederate Union and border states and the enslaved populations in those states.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
Level 2 - World War I: On Foot - Esri GeoInquiries™ collection for US History,Esri,Esri,11/23/21, US History,en,https://arcgis.com/home/item.html?id=9e494d870b6c45198aff354847bf3c8a,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,us-history,WWI|war|Europe|US History|Social Studies|Connected|GeoInquiries|GeoInquiry|Germany|History|World War I|WW1|World War 1,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate the Italian Western Front through the Battles of the Isonzo region.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - March of time - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=bbbad8ac688244609f315a13fdfa7a11,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,cities|urbanization|population|worldgeography,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the spatial patterns of locations growth and change of the world’s largest cities at different times during the past two millennia.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - Running hot and cold - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=2889b1c6d9cb4474946a2c6f7e3c8254,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,climate|weather,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore how latitude elevation and proximity to the ocean influence temperature patterns in the world’s tropical temperate and polar zones.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - Earth moves - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=08f1d075f8d0436297c19fa4e047a07b,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,earth moves|worldgeo|plate boundaries|tectonic|cities,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine seismic and volcanic activity patterns around the world relative to tectonic plate boundaries physical features on the earth’s surface and cities at risk.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - Life on the edge - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=389ac333ad3e466fbab0b198b9ab3142,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,LifeOnTheEdge|tectonics|volcanoes,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Analyze population density plate boundaries volcanoes and earthquake activity identifying areas of subduction along plate boundaries in South and Southeast Asia.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - Crossing the line - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=6b9c0ce7a58f456184871dad5592acef,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,world geography,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Exploration of the nature and significance of international political boundaries through an investigation of contemporary political boundaries.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Growing pains - Esri GeoInquiries collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=c999fb57432943f8a067c26829d7d87d,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,growth|Growing pains|population|death|death rates|birthrates|birth,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,A comparison of the processes and implications of population growth in one of the world’s fastest-growing regions sub-Saharan Africa and the slowest-growing region Europe.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - Standards of living - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=400dfd73cb6f487aba40e151ef8bd7a9,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,standard of living|world geography,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,A comparison of the standards of living in the world’s fastest- and slowest-growing regions.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - A line in the sand - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=f892f3a06725400c91672c9dd328a760,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,Line in the sand|Arabian,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the cultural attributes of the Arabian Peninsula and country boundary constructs.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - Population and phone lines - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=ef2943361c42483fb77eb35539f477b0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,population|phone line,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore world population through the lens of communication (phone lines) availability.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - The Arabian Peninsula - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=0c3b0c9dd5224c68850b50e8447aa524,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,Arabian Peninsula,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the physiographic and cultural attributes of the Arabian Peninsula.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Seasonal Differences - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=3debf2ab7c4343dd92c2a6e06728872b,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,season,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Observe patterns of monsoon rainfall in South Asia and analyze the relationship of those patterns to the region’s physical features and agriculture.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Wealth of nations - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=bdbf19ba5b2c455b8ceb61c37d77d8ab,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,wealth|consumption|income,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Study percentages of GDP in different economic sectors to explore patterns of development around the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Central America - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=8fab913b41c04ad481b002283b512969,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,central america|latin america|costa rica|belize|panama|honduras|nicaragua|Guatemala|El Salvador Nicaragua,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the physical geography and people of Central America.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - Water world - Esri GeoInquiries™ collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=1d3e2c5743604e21bc3c0934afebc6fc,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,water world|water|surface water|oceans|world geography,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Investigate changes that might occur to the surface of the earth if the major ice sheets of Antarctica melted.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - North American trade - Esri GeoInquiries collection for World Geography,Esri,Esri,11/23/21, World Geography,en,https://arcgis.com/home/item.html?id=337f0be9642a48b5a0aa5e954af3947d,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive,Physical Geography|Cultural Geography,trade|GNI|exports|imports|North America|free trade|globalization,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the imports exports trade and GNI of countries in North America.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
01 - Cradles of Civilization - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=cda41518dc0349338138950230935aed,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,world history|geoinquiries|geoinquiry|ConnectED|schools|school|K12|k-12|geo-inquiries|geoenquiry|cilization|early civ|early civilization,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the geographic similarities and differences of the locations of the early river valley civilizations.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
02 - Silk Roads: Then and now - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=e9cf2ab8b35a47f3afa17ba9ecb672d0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquires|geoenquiry|Silk Roads|Silk road|school|schools|K-12|ConnectED,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the Silk Roads transfer of goods ideas and disease yesterday and today.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
03 - Medieval Europe: Invasions - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=f29daa277b3b4985892886159a2cdaa5,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|Medival|Vikings|invasions|migration|schools|school|ConnectED|K12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine Viking Magyar and Islamic invasions and their impact on the development of Europe.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - How much rain? Linear equations  - Esri GeoInquiries™ collection for Mathematics,Esri,Esri,11/23/21, Mathematics,en,https://arcgis.com/home/item.html?id=31b164e9bb4e46afa637db6a29a1f6f0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geo-inquiry|geometry|algebra|ConnectED|geoinquiry|geoenquiries|geoenquiry|schools|K-12|K12|high school,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Measure the distance between two rain gauges to estimate how much precipitation an intervening town receives by deriving a linear function.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
04 - The Crusades - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=c255a02f8f3c4c649ae3752668ef9d78,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|Crusades|religion|world history|schools|school|K-12|K12|ConnectED,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Learn the causes and chronology of the Crusades between 1095 and 1204.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
05 - Trade and the Black Death - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=3c234a54b64841528228313e4b3670bc,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquires|geoenquiry|geoinquiry|world history|black death|plague|trade,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the diffusion of the Black Plague through the Silk Road trade routes.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
06 - Russian expansion to the sea - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=3dc4f4de8bd342ad808613d442a02593,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|geoinquiry|world history|history|Russia|Russian|territorial expansion,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Discover when and how Russia acquired territory between 1553 and 1914 to become the largest country in the world.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
07 - Early European exploration - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=61e83c544c494171add600829e6f19d0,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquires|geoenquiry|explorers|Columbus,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Compare and contrast Spain’s and Portugal’s early sea explorations to reach Asia.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
08 - The Reformation - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=ede9fe2bb00f4fa3aa7a4e2382539a80,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoinquiries|geoenquires|geoenquiry|geoinquiry|school|schools|K12|k-12|ConnectED,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the effects of the Reformation and Counter-Reformation.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
09 - The first European Industrial Revolution - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=9031dc3956ad428abbe1b692c85430e7,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|geoinquiry|UK|Industry|Industrial revolution|coal|iron ore|world history|history|modernization|schools|school|K12|K-12|ConnectED,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Discover the first Industrial Revolution - birth and diffusion from 1750 to 1881.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
10 - Latin American independence - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=50eafe1486b640c2ba770e63c68167d7,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|geoinquiry|history|schools|school|ConnectED|k-12|K12|world history,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore the factors leading to the independence movement of Latin American colonies.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
11 - Age of Napoleon - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=e82e2d7ea67e4a4ebdda8738fe6c7b09,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquiry|geoenquires|Napoleon|French|France,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Learn about the rise and fall of the French empire during the reign of Napoleon.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
12 - Africa's bounty and borders - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=d57667a9d7214fff88ad2f92e60fb126,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|geoinquiry|Africa|natural reources|borders|history|world history|school|schools|k-12|K12,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Explore reasons for European colonization in Africa and investigate effects of colonial-imposed borders.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
13 - Post-WWI and The League of Nations - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=bd25118c256e4e82b914f76c77b1b673,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquires|geoenquiry|geoinquiry|school|schools|ConnectED|K-12|K12|WWI|world war|Germany|League of Nations|mandates|borders|Europe|world history|history,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Analyze the geography of post-WWI Europe the Middle East and the League of Nations.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
14 - African independence - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=324c506f8ef34a8c9a1fa04d42a29451,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,GeoInquiries|geo-inquiries|geoenquires|geoenquiry|geoinquiry|world history|Africa|African history|African independence|independence,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Examine the relationship between methods used to gain independence within Africa and political stability.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
15 - Cooperation since 1945 - Esri GeoInquiries™ collection for World History,Esri,Esri,11/23/21, World History,en,https://arcgis.com/home/item.html?id=c94291fd482e484c9654ceb04adaf962,Downloadable docs|Interactive,Lesson|Activity/Lab|Interactive, World History,geo-inquiries|geoenquires|geoenquiry|geoinquiries|geoinquiry|WW2|1945,Creative Commons Attribution Non-Commercial Share Alike,https://creativecommons.org/licenses/by-nc-sa/4.0/,Identify and explain different types of international cooperation since 1945.,Curriculum/Instruction,Teachers|Students,Middle School|High School,
